medidor,kwh_a,delta_kwh_a,kvah_a,delta_kvah_a,tensao_a,corrente_a,kwh_b,delta_kwh_b,kvah_b,delta_kvah_b,tensao_b,corrente_b,kwh_c,delta_kwh_c,kvah_c,delta_kvah_c,tensao_c,corrente_c,temperatura,conexao_wifi,conexao_ethernet,cartao_sd,rtc,data,criado_em
Med. 2 de consumo em rede trifasica (Need),19.455471,0.049774,20.679655,0.050188,213.84,5.63,14.786968,0.001791,16.707354,0.003096,217.42,0.34,9.075211,0.007568,179.465153,0.01048,216.93,1.16,,True,False,False,True,2020-04-22 15:53:06+00:00,2020-04-22 15:53:58.672663+00:00
Med. 2 de consumo em rede trifasica (Need),19.405697,0.049786,20.629467,0.050201,213.64,5.63,14.785177,0.001787,16.704258,0.003086,217.25,0.34,9.067643,0.00749,179.454673,0.010444,216.59,1.15,,True,False,False,True,2020-04-22 15:50:36+00:00,2020-04-22 15:51:28.247834+00:00
Med. 2 de consumo em rede trifasica (Need),19.355911,0.049287,20.579266,0.04971,213.49,5.58,14.78339,0.001782,16.701172,0.00307,217.04,0.34,9.060153,0.007532,179.444229,0.010503,216.55,1.17,,True,False,False,True,2020-04-22 15:48:05+00:00,2020-04-22 15:48:57.924459+00:00
Med. 2 de consumo em rede trifasica (Need),19.306624,0.050499,20.529556,0.050924,213.7,5.63,14.781608,0.001785,16.698102,0.003078,216.58,0.34,9.052621,0.00791,179.433726,0.011012,216.63,1.2,,True,False,False,True,2020-04-22 15:45:35+00:00,2020-04-22 15:46:27.396648+00:00
Med. 2 de consumo em rede trifasica (Need),19.256125,0.049906,20.478632,0.050321,213.33,5.66,14.779823,0.001779,16.695024,0.003077,217.04,0.34,9.044711,0.007391,179.422714,0.010344,216.67,1.14,,True,False,False,True,2020-04-22 15:43:02+00:00,2020-04-22 15:43:54.524397+00:00
Med. 2 de consumo em rede trifasica (Need),19.206219,0.049758,20.428311,0.050176,213.42,5.61,14.778044,0.001795,16.691947,0.003093,217.47,0.34,9.03732,0.007212,179.41237,0.010228,216.56,1.13,,True,False,False,True,2020-04-22 15:40:32+00:00,2020-04-22 15:41:24.063911+00:00
Med. 2 de consumo em rede trifasica (Need),19.156461,0.049148,20.378135,0.049566,213.4,5.57,14.776249,0.001789,16.688854,0.003082,217.37,0.34,9.030108,0.007247,179.402142,0.010099,215.94,1.12,,True,False,False,True,2020-04-22 15:35:30+00:00,2020-04-22 15:36:22.583809+00:00
Med. 2 de consumo em rede trifasica (Need),19.107313,0.050081,20.328569,0.050497,213.27,5.6,14.77446,0.001818,16.685772,0.00315,217.33,0.34,9.022861,0.007613,179.392043,0.010656,215.93,1.17,,True,False,False,True,2020-04-22 15:33:00+00:00,2020-04-22 15:33:52.155394+00:00
Med. 2 de consumo em rede trifasica (Need),19.057232,0.049112,20.278072,0.049532,213.58,5.56,14.772642,0.001791,16.682622,0.003072,217.4,0.34,9.015248,0.007201,179.381387,0.010125,216.26,1.12,,True,False,False,True,2020-04-22 15:30:27+00:00,2020-04-22 15:31:19.581385+00:00
Med. 2 de consumo em rede trifasica (Need),19.00812,0.049753,20.22854,0.050169,213.72,5.63,14.770851,0.001787,16.67955,0.003059,217.39,0.34,9.008047,0.007191,179.371262,0.010087,216.2,1.12,,True,False,False,True,2020-04-22 15:27:57+00:00,2020-04-22 15:28:49.172374+00:00
Med. 2 de consumo em rede trifasica (Need),18.958367,0.050055,20.178371,0.05047,213.5,5.67,14.769064,0.001796,16.676491,0.003069,217.59,0.34,9.000856,0.0071,179.361175,0.010013,215.87,1.11,,True,False,False,True,2020-04-22 15:25:26+00:00,2020-04-22 15:26:18.743693+00:00
Med. 2 de consumo em rede trifasica (Need),18.908312,0.050076,20.127901,0.050487,213.48,5.67,14.767268,0.001779,16.673422,0.00305,217.56,0.34,8.993756,0.007192,179.351162,0.010074,215.99,1.12,,True,False,False,True,2020-04-22 15:22:55+00:00,2020-04-22 15:23:47.948262+00:00
Med. 2 de consumo em rede trifasica (Need),18.858236,0.051079,20.077414,0.0515,213.56,5.69,14.765489,0.0018,16.670372,0.003074,217.04,0.33,8.986564,0.007394,179.341088,0.010295,216.34,1.12,,True,False,False,True,2020-04-22 15:20:25+00:00,2020-04-22 15:21:17.550868+00:00
Med. 2 de consumo em rede trifasica (Need),18.807157,0.049625,20.025914,0.050052,213.77,5.61,14.763689,0.001785,16.667298,0.003051,217.66,0.34,8.97917,0.007422,179.330793,0.010486,216.64,1.16,,True,False,False,True,2020-04-22 15:17:52+00:00,2020-04-22 15:18:44.787106+00:00
Med. 2 de consumo em rede trifasica (Need),18.757532,0.050091,19.975862,0.050508,213.37,5.68,14.761904,0.001799,16.664247,0.003091,217.64,0.34,8.971748,0.00743,179.320307,0.010414,216.13,1.15,,True,False,False,True,2020-04-22 15:15:22+00:00,2020-04-22 15:16:14.268019+00:00
Med. 2 de consumo em rede trifasica (Need),18.707441,0.050788,19.925354,0.051214,213.44,5.63,14.760105,0.001828,16.661156,0.003134,217.44,0.34,8.964318,0.00719,179.309893,0.010218,215.94,1.11,,True,False,False,True,2020-04-22 15:12:51+00:00,2020-04-22 15:13:44.138754+00:00
Med. 2 de consumo em rede trifasica (Need),18.656653,0.049509,19.87414,0.049924,213.07,5.62,14.758277,0.001796,16.658022,0.003079,217.29,0.34,8.957128,0.006988,179.299675,0.009867,216.19,1.09,,True,False,False,True,2020-04-22 15:10:17+00:00,2020-04-22 15:11:10.015006+00:00
Med. 2 de consumo em rede trifasica (Need),18.607144,0.051884,19.824216,0.052295,212.76,5.79,14.756481,0.001817,16.654943,0.003071,217.35,0.34,8.95014,0.007464,179.289808,0.010133,216.67,1.15,,False,False,False,True,2020-04-22 15:07:47+00:00,2020-04-22 15:08:39.567845+00:00
Med. 2 de consumo em rede trifasica (Need),18.55526,0.050069,19.771921,0.050485,213.34,5.67,14.754664,0.001804,16.651872,0.003064,217.93,0.34,8.942676,0.006897,179.279675,0.009735,217.01,1.08,,True,False,False,True,2020-04-22 15:02:43+00:00,2020-04-22 15:03:36.265954+00:00
Med. 2 de consumo em rede trifasica (Need),18.505191,0.049741,19.721436,0.050147,213.37,5.63,14.75286,0.001797,16.648808,0.003084,217.67,0.34,8.935779,0.006978,179.26994,0.009802,216.42,1.08,,True,False,False,True,2020-04-22 15:00:13+00:00,2020-04-22 15:01:05.531586+00:00
Med. 2 de consumo em rede trifasica (Need),18.45545,0.050013,19.671289,0.050419,213.09,5.67,14.751063,0.001802,16.645724,0.003064,217.71,0.34,8.928801,0.007061,179.260138,0.009855,216.42,1.09,,True,False,False,True,2020-04-22 14:57:42+00:00,2020-04-22 14:58:34.908305+00:00
Med. 2 de consumo em rede trifasica (Need),18.405437,0.050782,19.62087,0.051185,213.09,5.67,14.749261,0.001837,16.64266,0.003115,216.89,0.34,8.92174,0.007091,179.250283,0.009947,216.37,1.08,,True,False,False,True,2020-04-22 14:55:12+00:00,2020-04-22 14:56:04.352147+00:00
Med. 2 de consumo em rede trifasica (Need),18.354655,0.049234,19.569685,0.049657,213.62,5.58,14.747424,0.001771,16.639545,0.003048,216.39,0.34,8.914649,0.007069,179.240336,0.009888,216.26,1.09,,True,False,False,True,2020-04-22 14:52:39+00:00,2020-04-22 14:53:31.502174+00:00
Med. 2 de consumo em rede trifasica (Need),18.305421,0.049092,19.520028,0.049513,213.62,5.56,14.745653,0.001803,16.636497,0.003071,217.08,0.34,8.90758,0.006646,179.230448,0.009599,216.23,1.06,,True,False,False,True,2020-04-22 14:50:08+00:00,2020-04-22 14:51:01.341694+00:00
Med. 2 de consumo em rede trifasica (Need),18.256329,0.049293,19.470515,0.049711,213.73,5.58,14.74385,0.001775,16.633426,0.003001,215.97,0.33,8.900934,0.006482,179.220849,0.009393,216.11,1.04,,True,False,False,True,2020-04-22 14:47:38+00:00,2020-04-22 14:48:30.615522+00:00
Med. 2 de consumo em rede trifasica (Need),18.207036,0.049175,19.420804,0.04959,213.62,5.57,14.742075,0.001811,16.630425,0.003081,216.75,0.34,8.894452,0.006497,179.211456,0.009475,215.95,1.05,,True,False,False,True,2020-04-22 14:45:07+00:00,2020-04-22 14:46:00.175769+00:00
Med. 2 de consumo em rede trifasica (Need),18.157861,0.050075,19.371214,0.050493,213.75,5.57,14.740264,0.001811,16.627344,0.003088,216.32,0.34,8.887955,0.006609,179.201981,0.009626,216.34,1.05,,True,False,False,True,2020-04-22 14:42:37+00:00,2020-04-22 14:43:29.743549+00:00
Med. 2 de consumo em rede trifasica (Need),18.107786,0.049531,19.320721,0.04994,213.64,5.6,14.738453,0.001787,16.624256,0.00304,217.49,0.34,8.881346,0.006515,179.192355,0.009423,216.6,1.04,,True,False,False,True,2020-04-22 14:40:04+00:00,2020-04-22 14:40:56.868112+00:00
Med. 2 de consumo em rede trifasica (Need),18.058255,0.049239,19.270781,0.049642,213.18,5.58,14.736666,0.001786,16.621216,0.003072,217.11,0.34,8.874831,0.00652,179.182932,0.009503,215.95,1.05,,True,False,False,True,2020-04-22 14:37:34+00:00,2020-04-22 14:38:26.428405+00:00
Med. 2 de consumo em rede trifasica (Need),18.009016,0.049445,19.221139,0.04984,213.16,5.61,14.73488,0.001781,16.618144,0.003037,216.35,0.34,8.868311,0.006519,179.173429,0.009515,215.99,1.06,,True,False,False,True,2020-04-22 14:35:03+00:00,2020-04-22 14:35:55.794546+00:00
Med. 2 de consumo em rede trifasica (Need),17.959571,0.049203,19.171299,0.049605,213.17,5.58,14.733099,0.001788,16.615107,0.003054,216.33,0.34,8.861792,0.006572,179.163914,0.009638,216.12,1.07,,True,False,False,True,2020-04-22 14:32:32+00:00,2020-04-22 14:33:25.381201+00:00
Med. 2 de consumo em rede trifasica (Need),17.910368,0.049898,19.121694,0.050308,213.22,5.57,14.731311,0.001812,16.612053,0.003078,216.74,0.34,8.85522,0.006624,179.154276,0.009605,215.79,1.05,,True,False,False,True,2020-04-22 14:30:02+00:00,2020-04-22 14:30:54.647834+00:00
Med. 2 de consumo em rede trifasica (Need),17.86047,0.0494,19.071386,0.049795,212.85,5.61,14.729499,0.00178,16.608975,0.003043,216.63,0.34,8.848596,0.006533,179.144671,0.009509,215.87,1.05,,True,False,False,True,2020-04-22 14:27:29+00:00,2020-04-22 14:28:21.771802+00:00
Med. 2 de consumo em rede trifasica (Need),17.81107,0.049248,19.021591,0.049648,213.13,5.59,14.727719,0.001782,16.605932,0.003047,216.91,0.34,8.842063,0.007039,179.135162,0.009879,216.13,1.09,,True,False,False,True,2020-04-22 14:24:59+00:00,2020-04-22 14:25:51.310270+00:00
Med. 2 de consumo em rede trifasica (Need),17.761822,0.048959,18.971943,0.049367,212.87,5.56,14.725937,0.001789,16.602885,0.003054,216.59,0.34,8.835024,0.009483,179.125283,0.011648,215.82,1.29,,True,False,False,True,2020-04-22 14:22:28+00:00,2020-04-22 14:23:20.885195+00:00
Med. 2 de consumo em rede trifasica (Need),17.712863,0.0495,18.922576,0.049897,212.51,5.63,14.724148,0.001798,16.599831,0.003082,216.74,0.34,8.825541,0.009494,179.113635,0.011683,215.54,1.3,,True,False,False,True,2020-04-22 14:19:57+00:00,2020-04-22 14:20:50.139987+00:00
Med. 2 de consumo em rede trifasica (Need),17.663363,0.050203,18.872679,0.050607,212.89,5.62,14.72235,0.001803,16.596749,0.003069,216.06,0.34,8.816047,0.009641,179.101952,0.011859,215.52,1.3,,True,False,False,True,2020-04-22 14:17:27+00:00,2020-04-22 14:18:19.830622+00:00
Med. 2 de consumo em rede trifasica (Need),17.61316,0.050445,18.822072,0.050848,212.76,5.6,14.720547,0.001817,16.59368,0.003096,216.83,0.34,8.806406,0.009706,179.090093,0.011922,215.6,1.3,,True,False,False,True,2020-04-22 14:14:54+00:00,2020-04-22 14:15:47.136830+00:00
Med. 2 de consumo em rede trifasica (Need),17.562715,0.05096,18.771224,0.05136,212.88,5.66,14.71873,0.001831,16.590584,0.003134,217.05,0.34,8.7967,0.009808,179.078171,0.012087,216.13,1.31,,True,False,False,True,2020-04-22 14:12:20+00:00,2020-04-22 14:13:13.632099+00:00
Med. 2 de consumo em rede trifasica (Need),17.511755,0.049762,18.719864,0.050161,212.84,5.65,14.716899,0.001772,16.58745,0.003011,216.37,0.33,8.786892,0.009524,179.066084,0.011724,216.01,1.3,,True,False,False,True,2020-04-22 14:09:46+00:00,2020-04-22 14:10:39.232547+00:00
Med. 2 de consumo em rede trifasica (Need),17.461993,0.050008,18.669703,0.050407,212.9,5.68,14.715127,0.0018,16.584439,0.003068,216.78,0.34,8.777368,0.009571,179.05436,0.011785,215.85,1.31,,True,False,False,True,2020-04-22 14:07:16+00:00,2020-04-22 14:08:08.905891+00:00
Med. 2 de consumo em rede trifasica (Need),17.411985,0.049184,18.619296,0.049596,213.27,5.57,14.713327,0.001786,16.581371,0.003034,216.79,0.34,8.767797,0.009809,179.042575,0.012055,215.84,1.33,,True,False,False,True,2020-04-22 14:04:46+00:00,2020-04-22 14:05:38.351271+00:00
Med. 2 de consumo em rede trifasica (Need),17.362801,0.049694,18.5697,0.050113,213.38,5.55,14.711541,0.001811,16.578337,0.003121,217.02,0.34,8.757988,0.010934,179.03052,0.013442,215.71,1.47,,True,False,False,True,2020-04-22 14:02:15+00:00,2020-04-22 14:03:10.784417+00:00
Med. 2 de consumo em rede trifasica (Need),17.313107,0.048998,18.519587,0.049408,213.69,5.54,14.70973,0.001777,16.575216,0.003019,216.93,0.33,8.747054,0.010853,179.017078,0.013298,215.63,1.48,,True,False,False,True,2020-04-22 13:59:42+00:00,2020-04-22 14:00:35.048577+00:00
Med. 2 de consumo em rede trifasica (Need),17.264109,0.048956,18.470179,0.04937,213.68,5.53,14.707953,0.001774,16.572197,0.003039,216.92,0.33,8.736201,0.010912,179.00378,0.013366,215.78,1.48,,True,False,False,True,2020-04-22 13:57:12+00:00,2020-04-22 13:58:04.398889+00:00
Med. 2 de consumo em rede trifasica (Need),17.215153,0.04959,18.420809,0.049985,213.59,5.61,14.706179,0.001785,16.569158,0.003075,216.93,0.34,8.725289,0.01095,178.990414,0.013412,215.03,1.5,,True,False,False,True,2020-04-22 13:52:10+00:00,2020-04-22 13:53:03.134092+00:00
Med. 2 de consumo em rede trifasica (Need),17.165563,0.050333,18.370824,0.050732,212.83,5.63,14.704394,0.001821,16.566083,0.003116,216.94,0.34,8.714339,0.011102,178.977002,0.013556,215.43,1.49,,True,False,False,True,2020-04-22 13:49:40+00:00,2020-04-22 13:50:32.692177+00:00
Med. 2 de consumo em rede trifasica (Need),17.11523,0.049541,18.320092,0.049948,213.84,5.6,14.702573,0.001771,16.562967,0.003025,216.83,0.33,8.703237,0.010308,178.963446,0.012528,215.43,1.39,,True,False,False,True,2020-04-22 13:47:07+00:00,2020-04-22 13:47:59.810077+00:00
Med. 2 de consumo em rede trifasica (Need),17.065689,0.049198,18.270144,0.049608,214.08,5.56,14.700802,0.001768,16.559942,0.003037,216.95,0.34,8.692929,0.010308,178.950918,0.01255,215.23,1.4,,True,False,False,True,2020-04-22 13:44:36+00:00,2020-04-22 13:45:29.295490+00:00
Med. 2 de consumo em rede trifasica (Need),17.016491,0.048794,18.220536,0.049205,214.03,5.52,14.699034,0.001766,16.556905,0.003008,217.09,0.33,8.682621,0.010395,178.938368,0.012643,215.55,1.41,,True,False,False,True,2020-04-22 13:42:06+00:00,2020-04-22 13:42:58.853568+00:00
Med. 2 de consumo em rede trifasica (Need),16.967697,0.048423,18.171331,0.04883,213.4,5.49,14.697268,0.001782,16.553897,0.003019,217.3,0.33,8.672226,0.010447,178.925725,0.012709,216.0,1.41,,True,False,False,True,2020-04-22 13:39:35+00:00,2020-04-22 13:40:28.435022+00:00
Med. 2 de consumo em rede trifasica (Need),16.919274,0.049466,18.122501,0.049887,213.42,5.52,14.695486,0.001815,16.550878,0.003093,217.55,0.34,8.661779,0.010497,178.913016,0.012804,216.32,1.4,,True,False,False,True,2020-04-22 13:37:05+00:00,2020-04-22 13:37:57.678130+00:00
Med. 2 de consumo em rede trifasica (Need),16.869808,0.049199,18.072614,0.049612,214.07,5.56,14.693671,0.001779,16.547785,0.003044,217.43,0.34,8.651282,0.009661,178.900212,0.011803,216.02,1.31,,True,False,False,True,2020-04-22 13:34:32+00:00,2020-04-22 13:35:25.117447+00:00
Med. 2 de consumo em rede trifasica (Need),16.820609,0.049169,18.023002,0.049585,214.26,5.55,14.691892,0.00178,16.544741,0.003034,217.33,0.33,8.641621,0.009732,178.888409,0.011876,216.44,1.32,,True,False,False,True,2020-04-22 13:32:02+00:00,2020-04-22 13:32:54.389838+00:00
Med. 2 de consumo em rede trifasica (Need),16.77144,0.048826,17.973417,0.049241,214.33,5.51,14.690112,0.001765,16.541707,0.002987,216.87,0.33,8.631889,0.009791,178.876533,0.011936,216.33,1.32,,True,False,False,True,2020-04-22 13:29:31+00:00,2020-04-22 13:30:24.876039+00:00
Med. 2 de consumo em rede trifasica (Need),16.722614,0.049252,17.924176,0.049671,214.51,5.55,14.688347,0.001772,16.53872,0.003026,217.15,0.33,8.622098,0.009889,178.864597,0.01203,216.2,1.33,,True,False,False,True,2020-04-22 13:27:01+00:00,2020-04-22 13:27:53.505448+00:00
Med. 2 de consumo em rede trifasica (Need),16.673362,0.05034,17.874505,0.050762,213.9,5.57,14.686575,0.001826,16.535694,0.003108,217.48,0.34,8.612209,0.009055,178.852567,0.011476,216.08,1.25,,True,False,False,True,2020-04-22 13:24:30+00:00,2020-04-22 13:25:22.773992+00:00
Med. 2 de consumo em rede trifasica (Need),16.623022,0.049118,17.823743,0.049528,213.09,5.57,14.684749,0.001784,16.532586,0.003039,217.62,0.33,8.603154,0.006551,178.841091,0.009466,216.68,1.05,,True,False,False,True,2020-04-22 13:21:56+00:00,2020-04-22 13:22:52.340477+00:00
Med. 2 de consumo em rede trifasica (Need),16.573904,0.048882,17.774215,0.049296,213.34,5.54,14.682965,0.001782,16.529547,0.003015,217.56,0.33,8.596603,0.006554,178.831625,0.009482,217.04,1.05,,True,False,False,True,2020-04-22 13:19:26+00:00,2020-04-22 13:20:18.529468+00:00
Med. 2 de consumo em rede trifasica (Need),16.525022,0.048016,17.724919,0.048439,213.94,5.43,14.681183,0.001752,16.526532,0.002955,217.25,0.33,8.590049,0.006604,178.822143,0.009486,217.0,1.05,,True,False,False,True,2020-04-22 13:16:55+00:00,2020-04-22 13:17:48.098644+00:00
Med. 2 de consumo em rede trifasica (Need),16.477006,0.04874,17.67648,0.049154,213.93,5.51,14.679431,0.001757,16.523577,0.002978,217.29,0.33,8.583445,0.006625,178.812657,0.009499,216.79,1.05,,True,False,False,True,2020-04-22 13:14:25+00:00,2020-04-22 13:15:17.667484+00:00
Med. 2 de consumo em rede trifasica (Need),16.428266,0.049809,17.627326,0.050217,213.77,5.55,14.677674,0.001794,16.520599,0.003056,217.42,0.33,8.57682,0.006775,178.803158,0.009722,216.63,1.06,,True,False,False,True,2020-04-22 13:11:54+00:00,2020-04-22 13:12:47.234691+00:00
Med. 2 de consumo em rede trifasica (Need),16.378457,0.050065,17.577109,0.050487,213.96,5.53,14.67588,0.001821,16.517543,0.003138,217.88,0.34,8.570045,0.006771,178.793436,0.009775,216.6,1.06,,True,False,False,True,2020-04-22 13:09:21+00:00,2020-04-22 13:10:14.354216+00:00
Med. 2 de consumo em rede trifasica (Need),16.328392,0.048312,17.526622,0.048739,214.14,5.46,14.674059,0.001773,16.514405,0.003023,217.75,0.33,8.563274,0.006946,178.783661,0.009885,216.69,1.09,,True,False,False,True,2020-04-22 13:06:47+00:00,2020-04-22 13:07:40.541718+00:00
Med. 2 de consumo em rede trifasica (Need),16.28008,0.048353,17.477883,0.048783,214.38,5.46,14.672286,0.001767,16.511382,0.003016,217.85,0.33,8.556328,0.006837,178.773776,0.009792,217.06,1.08,,True,False,False,True,2020-04-22 13:04:17+00:00,2020-04-22 13:05:09.830111+00:00
Med. 2 de consumo em rede trifasica (Need),16.231727,0.048632,17.4291,0.049083,216.83,5.43,14.670519,0.001787,16.508366,0.003042,220.23,0.33,8.549491,0.006996,178.763984,0.010063,219.22,1.1,,True,False,False,True,2020-04-22 13:01:46+00:00,2020-04-22 13:02:42.345970+00:00
Med. 2 de consumo em rede trifasica (Need),16.183095,0.049446,17.380017,0.049898,217.12,5.41,14.668732,0.001825,16.505324,0.003067,220.86,0.33,8.542495,0.007119,178.753921,0.010217,220.18,1.13,,False,False,False,True,2020-04-22 12:59:16+00:00,2020-04-22 13:00:08.948268+00:00
Med. 2 de consumo em rede trifasica (Need),16.133649,0.048216,17.330119,0.048676,217.3,5.37,14.666907,0.001798,16.502257,0.003033,220.89,0.33,8.535376,0.007157,178.743704,0.010195,220.34,1.11,,True,False,False,True,2020-04-22 12:54:12+00:00,2020-04-22 12:55:05.351626+00:00
Med. 2 de consumo em rede trifasica (Need),16.085433,0.048319,17.281443,0.048775,217.11,5.38,14.665109,0.001814,16.499224,0.003062,221.21,0.33,8.528219,0.007041,178.733509,0.010139,220.15,1.1,,True,False,False,True,2020-04-22 12:51:42+00:00,2020-04-22 12:52:34.903935+00:00
Med. 2 de consumo em rede trifasica (Need),16.037114,0.04813,17.232668,0.048581,216.6,5.38,14.663295,0.001813,16.496162,0.003091,221.36,0.33,8.521178,0.007032,178.72337,0.010136,220.17,1.1,,True,False,False,True,2020-04-22 12:49:11+00:00,2020-04-22 12:50:04.473127+00:00
Med. 2 de consumo em rede trifasica (Need),15.988984,0.048577,17.184087,0.049042,216.52,5.35,14.661482,0.001818,16.493071,0.003116,221.49,0.33,8.514146,0.007052,178.713234,0.01021,219.97,1.1,,True,False,False,True,2020-04-22 12:46:41+00:00,2020-04-22 12:47:34.058801+00:00
Med. 2 de consumo em rede trifasica (Need),15.940407,0.047441,17.135045,0.047895,216.24,5.31,14.659664,0.001779,16.489955,0.003013,221.11,0.33,8.507094,0.006972,178.703024,0.010118,220.53,1.1,,True,False,False,True,2020-04-22 12:44:08+00:00,2020-04-22 12:45:01.172110+00:00
Med. 2 de consumo em rede trifasica (Need),15.892966,0.047714,17.08715,0.048165,216.55,5.33,14.657885,0.001788,16.486942,0.003056,221.39,0.33,8.500122,0.007149,178.692906,0.010223,220.46,1.11,,True,False,False,True,2020-04-22 12:41:38+00:00,2020-04-22 12:42:30.722179+00:00
